Product Name,Original Price,Discount,Price After Discount,Ratings
"RiteBite Max Protein Daily Choco Classic 10g Protein Bars with 5g Fiber, 0 Added Sugar Protein Bars  (300 g, Choco Classic)",₹420,23% off,₹322,4.4
"AS-IT-IS Nutrition Whey Protein Concentrate 80% 1kg + Shaker bottle 470ml(combo) Whey Protein  (1 kg, Unflavoured)","₹3,074",39% off,"₹1,859",4.2
"Optimum Nutrition (ON) Serious High Protein with Vitamins and Minerals Weight Gainers/Mass Gainers  (3 kg, Chocolate)","₹3,799",21% off,"₹2,999",4
"OZiva Bioactive Plant Protein (25g Vegan Protein) for Endurance & Muscle Recovery Plant-Based Protein  (500 g, Chocolate)","₹1,549",16% off,"₹1,289",4.1
"FUELONE Creatine Monohydrate, Boosts Athletic Performance & Pumps Muscles Creatine  (100 g, Unflavoured)",₹599,45% off,₹329,4.4
"AS-IT-IS Nutrition ATOM Beginners | Accelerates Muscle-building | Whey Protein  (500 g, Choco Hazel Fusion)",₹999,34% off,₹650,4.2
"BIGMUSCLES NUTRITION Real Weight Gainers/Mass Gainers  (1.5 kg, Chocolate)","₹1,599",60% off,₹639,4
"MUSCLEBLAZE Pre Workout 200 Xtreme, 200mg Caffeine, 2000mg Beta Alanine, 3000mg Citrulline Pre Workout  (130 g, Berry Bolt)",₹959,38% off,₹594,4.4
"OZiva Protein & Herbs for Women |Manage Weight & Metabolism| Reduce Body Fat |No Sugar Whey Protein  (453 g, Vanilla Almond)","₹1,699",5% off,"₹1,599",4.3
"BIGMUSCLES NUTRITION Real | High Protein Muscles | Added BCAA, Glutamine Weight Gainers/Mass Gainers  (3 kg, Chocolate Brownie)","₹3,199",58% off,"₹1,343",4
"BIGMUSCLES NUTRITION Creatine Monohydrate [66 Servings] | Supports Lean Muscle Building & Recovery | Creatine  (200 g, Sex On The Beach)",₹799,55% off,₹359,4.1
"MUSCLEBLAZE Super Gainer XXL, For Muscle Mass Gain Weight Gainers/Mass Gainers  (5 kg, Chocolate)","₹6,449",44% off,"₹3,599",4.1
"Wellcore Micronised Creatine Monohydrate | Lab Tested | Enhanced Absorption | 100% Pure Creatine  (100 g, Unflavored)",₹749,29% off,₹529,4.3
"MUSCLEBLAZE Creatine Monohydrate CreAMP™ with CreAbsorb™, Trustified Certified Creatine  (100 g, Citrus Blast)",₹749,33% off,₹499,4.3
"NUTRELA Weight Gainer With High Protein Weight Gainers/Mass Gainers  (500 g, BANANA)",₹600,44% off,₹335,3.8
"Optimum Nutrition (ON) Gold Standard 100% Protein Powder - Primary Source Isolate Whey Protein  (4 kg, Double Rich Chocolate)","₹13,299",21% off,"₹10,399",4.2
"AS-IT-IS Nutrition AS-IT-IS ATOM Creatine Monohydrate 100g - 32 Servings, Strawberry Lemonade Creatine  (100 g, Strawberry Lemonade)",₹497,35% off,₹323,4.2
